"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"17","@MahuaMoitra before talk against central govt before you know what happened in in your state govt. with out the gov… https://t.co/v6GkA1Y51p",FALSE,0,"MahuaMoitra",2022-02-06 01:59:18,TRUE,NA,"1490143030036238338","426431202","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vijay323304",0,FALSE,FALSE,NA,NA
"18","18-44 #BBMP #Bengaluru #CovidVaccine Availability for 06/02 at 07:00AM
FREE Slots 
#COVISHIELD - Dose1:1974, Dose2:… https://t.co/XlnloMO0LX",FALSE,1,NA,2022-02-06 01:30:28,TRUE,NA,"1490135775198941188",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">VaxBlr</a>","vaxblr",0,FALSE,FALSE,NA,NA
"19","18-44 #URBAN #Bengaluru #CovidVaccine Availability for 06/02 at 07:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:759, Dose2:150",FALSE,0,NA,2022-02-06 01:30:18,FALSE,NA,"1490135731368783872",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">VaxBlr</a>","vaxblr",0,FALSE,FALSE,NA,NA
"20","18-44 #RURAL #Bengaluru #CovidVaccine Availability for 06/02 at 07:00AM
FREE Slots 
#COVISHIELD - Dose1:4, Dose2:1
PAID Slots 0",FALSE,0,NA,2022-02-06 01:30:07,FALSE,NA,"1490135687366340608",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">VaxBlr</a>","vaxblr",0,FALSE,FALSE,NA,NA
"21","#OCGN #Covaxin nab response was inferior to #Covishield in this groundbreaking study of healthcare workers. Peer re… https://t.co/m0uNUKCskW",FALSE,2,NA,2022-02-06 01:19:20,TRUE,NA,"1490132973752049674",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","doctorvasan",3,FALSE,FALSE,NA,NA
"22","RT @mybmcwardKW: List of CVCs administering Covishield vaccine on 03.02.2022 in Ward K/WEST.

Age 18+

*Onspot*
Dose 1 -50
Dose 2 -100
Prec…",FALSE,0,NA,2022-02-06 01:15:29,FALSE,NA,"1490132003408121856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UrbanNaaKushal",4,TRUE,FALSE,NA,NA
"23","RT @ManojSoral: @DrAseemMalhotra @GSansad Another case against Bill Gates filed in India.
https://t.co/MfwvdLSQ7m",FALSE,0,NA,2022-02-06 00:18:43,FALSE,NA,"1490117717608714241",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prashan60938632",15,TRUE,FALSE,NA,NA
"24","RT @awakenindiamvmt: 4. Death of medical student after Covishield vaccine: Father seeks Rs 1,000 crore compensation, plea in Bombay HC

htt…",FALSE,0,NA,2022-02-06 00:11:37,FALSE,NA,"1490115929367199746",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prashan60938632",25,TRUE,FALSE,NA,NA
"25","RT @CovidvaxDEL: Central Delhi has at least 16088 new slots available between 06-02-22 &amp; 13-02-22.

Covishield:
Dose1- 18+/45+:3510/0
Dose2…",FALSE,0,NA,2022-02-06 00:10:01,FALSE,NA,"1490115528266076161",NA,"<a href=""http://rechargeduniya.com/"" rel=""nofollow"">current news </a>","SweetCookiesme",1,TRUE,FALSE,NA,NA
"26","Central Delhi has at least 16088 new slots available between 06-02-22 &amp; 13-02-22.

Covishield:
Dose1- 18+/45+:3510/… https://t.co/bex4oL3FuJ",FALSE,0,NA,2022-02-06 00:00:09,TRUE,NA,"1490113046152642561",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Covidvax DEL</a>","CovidvaxDEL",1,FALSE,FALSE,NA,NA
"27","@LogaSFederer @Subramanian_ma @BharatBiotech @MoHFW_INDIA For me its vice versa #COVISHIELD",FALSE,0,"LogaSFederer",2022-02-05 23:53:29,FALSE,"1490057222058958852","1490111367310819328","1658259546","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Barani__Lokesh",0,FALSE,FALSE,NA,NA
"28","RT @ManojSoral: @DrAseemMalhotra @GSansad Another case against Bill Gates filed in India.
https://t.co/MfwvdLSQ7m",FALSE,0,NA,2022-02-05 23:16:01,FALSE,NA,"1490101940247695366",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CommieUnchained",15,TRUE,FALSE,NA,NA
"29","RT @AimimPraveen: Covishield 2nd dose done https://t.co/86zdTbVBSW",FALSE,0,NA,2022-02-05 23:06:14,FALSE,NA,"1490099474470817795",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RenuSurvanshi",4,TRUE,FALSE,NA,NA
"30","RT @ManojSoral: @DrAseemMalhotra @GSansad Another case against Bill Gates filed in India.
https://t.co/MfwvdLSQ7m",FALSE,0,NA,2022-02-05 22:36:58,FALSE,NA,"1490092111810551812",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angryyoungman55",15,TRUE,FALSE,NA,NA
"31","RT @ManojSoral: @DrAseemMalhotra @GSansad Another case against Bill Gates filed in India.
https://t.co/MfwvdLSQ7m",FALSE,0,NA,2022-02-05 22:27:20,FALSE,NA,"1490089686261506050",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IkaynIhcas",15,TRUE,FALSE,NA,NA
"32","Adverse events following the first dose of Covishield (ChAdOx1 nCoV-19) vaccination among health workers in selecte… https://t.co/2T3KOR0ISD",FALSE,0,NA,2022-02-05 22:26:06,TRUE,NA,"1490089377501904900",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">GoBot4</a>","genomeorganizer",0,FALSE,FALSE,NA,NA
"33","It's odd, but I can't find #Corbevax phase 3 results besides crude characterizations like 'more than Covishield' et… https://t.co/VdqoAvFkT5",FALSE,0,"RNAiAnalyst",2022-02-05 22:03:51,TRUE,"1490080445475823630","1490083777875427332","409194010","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RNAiAnalyst",1,FALSE,FALSE,NA,NA
"34","RT @BhojRSingh: @amitavb1 @awakenindiamvmt Probably the same gang of bluffers who advised him of using #COVISHIELD in young people despite…",FALSE,0,NA,2022-02-05 21:44:50,FALSE,NA,"1490078989498523648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angryyoungman55",3,TRUE,FALSE,NA,NA
"35","RT @BgmVaccineWatch: [05/02] COVAXIN,COVISHIELD (Dose 1 Qty-0, Dose 2 Qty-9, Ages-15+,18+, Dates-05/02) available at - BIMS GENERAL PUBLIC…",FALSE,0,NA,2022-02-05 21:06:52,FALSE,NA,"1490069437772443649",NA,"<a href=""https://www.belgaum.com"" rel=""nofollow"">RTBelgaum</a>","RetweetsBelgaum",1,TRUE,FALSE,NA,NA
"36","[05/02] COVAXIN,COVISHIELD (Dose 1 Qty-0, Dose 2 Qty-9, Ages-15+,18+, Dates-05/02) available at - BIMS GENERAL PUBL… https://t.co/nSmvbIQvQX",FALSE,1,NA,2022-02-05 21:06:12,TRUE,NA,"1490069269370994691",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">BgmVaccineWatch</a>","BgmVaccineWatch",1,FALSE,FALSE,NA,NA
"37","RT @ARanganathan72: Priyanka ji, Ms Sule is factually wrong on ALL counts. 1. She mocks DRDO. Fact: DRDO invented novel UV &amp; mist sanitiser…",FALSE,0,NA,2022-02-05 20:52:54,FALSE,NA,"1490065923516112896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PoojaMi74855914",7659,TRUE,FALSE,NA,NA
"38","@SirSydneyCamm @jhix2000 @RonHowrigon @EricTopol In India they use Covishield which is pretty much Astra Zeneca. As… https://t.co/ojdEvAgP5d",FALSE,0,"SirSydneyCamm",2022-02-05 20:50:51,TRUE,"1489973053685649408","1490065404881948675","3170193561","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Srchg4Integrity",0,FALSE,FALSE,NA,NA
"39","covishield-covaxin-likely-to-be-capped-at-rs-275-dose https://t.co/03CocH31Ze",FALSE,0,NA,2022-02-05 20:41:27,FALSE,NA,"1490063040649342984",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","HumQadamTV",0,FALSE,FALSE,NA,NA
"40","covishield-covaxin-likely-to-be-capped-at-rs-275-dose https://t.co/dsLKl37mYQ",FALSE,0,NA,2022-02-05 20:41:26,FALSE,NA,"1490063036824100868",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","alqamaronline",0,FALSE,FALSE,NA,NA
"41","RT @awakenindiamvmt: .@ThePrintIndia's report on who should not take the Covaxin and Covishield vaccine.

https://t.co/bVGExUjkLK",FALSE,0,NA,2022-02-05 20:28:17,FALSE,NA,"1490059728705126401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PHindu1947",7,TRUE,FALSE,NA,NA
"42","RT @AADITYA7070: And then...they need Indian alms !!

https://t.co/On2I3WBnkE",FALSE,0,NA,2022-02-05 20:18:35,FALSE,NA,"1490057284579254282",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BlueKni69774586",2,TRUE,FALSE,NA,NA
"43","RT @BgmVaccineWatch: [05/02] COVISHIELD (Dose 1 Qty-0, Dose 2 Qty-10, Ages-18+, Dates-05/02) available at - Yash Hospital Belagavi PVT, Yas…",FALSE,0,NA,2022-02-05 20:16:52,FALSE,NA,"1490056854189355015",NA,"<a href=""https://www.belgaum.com"" rel=""nofollow"">RTBelgaum</a>","RetweetsBelgaum",1,TRUE,FALSE,NA,NA
"44","[05/02] COVISHIELD (Dose 1 Qty-0, Dose 2 Qty-10, Ages-18+, Dates-05/02) available at - Yash Hospital Belagavi PVT,… https://t.co/ZgMgJ5Lf0T",FALSE,1,NA,2022-02-05 20:16:12,TRUE,NA,"1490056687398625283",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">BgmVaccineWatch</a>","BgmVaccineWatch",1,FALSE,FALSE,NA,NA
"45","RT @BgmVaccineWatch: [05/02] COVAXIN,COVISHIELD (Dose 1 Qty-0, Dose 2 Qty-9, Ages-15+,18+, Dates-05/02) available at - BIMS GENERAL PUBLIC…",FALSE,0,NA,2022-02-05 20:06:52,FALSE,NA,"1490054337921437696",NA,"<a href=""https://www.belgaum.com"" rel=""nofollow"">RTBelgaum</a>","RetweetsBelgaum",1,TRUE,FALSE,NA,NA
"46","[05/02] COVAXIN,COVISHIELD (Dose 1 Qty-0, Dose 2 Qty-9, Ages-15+,18+, Dates-05/02) available at - BIMS GENERAL PUBL… https://t.co/ujEo1MDoOJ",FALSE,1,NA,2022-02-05 20:06:12,TRUE,NA,"1490054171055505408",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">BgmVaccineWatch</a>","BgmVaccineWatch",1,FALSE,FALSE,NA,NA
"47","RT @PTI_News: Aurangabad resident approaches Bombay HC seeking Rs 1,000 cr compensation from Maha govt, Centre and SII claiming his daughte…",FALSE,0,NA,2022-02-05 20:00:24,FALSE,NA,"1490052710657585152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EstateChomal",125,TRUE,FALSE,NA,NA
"48","RT @therealtruthtv: Glad @SerumInstIndia sells this product by the name of Covishield in India <U+0001F1EE><U+0001F1F3> otherwise this news would unnecessarily c…",FALSE,0,NA,2022-02-05 19:57:21,FALSE,NA,"1490051942181408768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EstateChomal",91,TRUE,FALSE,NA,NA
"49","RT @ARanganathan72: Priyanka ji, Ms Sule is factually wrong on ALL counts. 1. She mocks DRDO. Fact: DRDO invented novel UV &amp; mist sanitiser…",FALSE,0,NA,2022-02-05 19:39:23,FALSE,NA,"1490047419475972097",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IndiaSpeaketh",7659,TRUE,FALSE,NA,NA
"50","RT @ARanganathan72: Priyanka ji, Ms Sule is factually wrong on ALL counts. 1. She mocks DRDO. Fact: DRDO invented novel UV &amp; mist sanitiser…",FALSE,0,NA,2022-02-05 19:37:43,FALSE,NA,"1490047002012442628",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rishabh_sarswat",7659,TRUE,FALSE,NA,NA
"51","@hjelle_brian @Ldonahuehjelle i wonder why it takes 9 months for covishield and similar technologies to wain, what… https://t.co/E0gZCV00CT",FALSE,1,"hjelle_brian",2022-02-05 19:21:31,TRUE,"1490040496072265735","1490042925279059978","2880447465","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChristopWFisher",0,FALSE,FALSE,NA,NA
"52","@hjelle_brian @Ldonahuehjelle also they started doing efficacy work on subunit efficacy on other diseases as well… https://t.co/UBo5XHkzJp",FALSE,1,"ChristopWFisher",2022-02-05 19:15:33,TRUE,"1490040850109374464","1490041420824076293","39825430","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChristopWFisher",0,FALSE,FALSE,NA,NA
"53","@hjelle_brian @Ldonahuehjelle this is for covishield

https://t.co/XPIgbm7V2h",FALSE,1,"hjelle_brian",2022-02-05 19:13:16,FALSE,"1490040496072265735","1490040850109374464","2880447465","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChristopWFisher",0,FALSE,FALSE,NA,NA
"54","How come this same #COVISHIELD dose would become #BoosterJab   ? https://t.co/Bu1XFWn1G0",FALSE,0,NA,2022-02-05 19:10:40,FALSE,NA,"1490040194082357250",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harshithbj2",0,FALSE,FALSE,NA,NA
"55","RT @ARanganathan72: Priyanka ji, Ms Sule is factually wrong on ALL counts. 1. She mocks DRDO. Fact: DRDO invented novel UV &amp; mist sanitiser…",FALSE,0,NA,2022-02-05 18:53:04,FALSE,NA,"1490035764175859712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blackstreetlad",7659,TRUE,FALSE,NA,NA
"56","RT @awakenindiamvmt: India: Post Vaccination death #12593 and #12594
On 1-Feb-22, 2 vaccinated persons died in Gurgaon.
The patients who su…",FALSE,0,NA,2022-02-05 18:27:31,FALSE,NA,"1490029334106566658",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KumarSumiraj",2,TRUE,FALSE,NA,NA
"57","RT @awakenindiamvmt: 4. Death of medical student after Covishield vaccine: Father seeks Rs 1,000 crore compensation, plea in Bombay HC

htt…",FALSE,0,NA,2022-02-05 18:15:21,FALSE,NA,"1490026275116773380",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KumarSumiraj",25,TRUE,FALSE,NA,NA
"58","@singhak_endo Covovax aka Novavax will be the best for all Indians, both Covaxin &amp; Covishield recipients. Don't kno… https://t.co/ctdTmQWls5",FALSE,1,"singhak_endo",2022-02-05 18:09:52,TRUE,"1490020444681822209","1490024891856289794","1073180418868793345","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yogi_77",0,FALSE,FALSE,NA,NA
"59","RT @therealtruthtv: Glad @SerumInstIndia sells this product by the name of Covishield in India <U+0001F1EE><U+0001F1F3> otherwise this news would unnecessarily c…",FALSE,0,NA,2022-02-05 18:03:07,FALSE,NA,"1490023192420700161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sio30485452",91,TRUE,FALSE,NA,NA
"60","RT @awakenindiamvmt: 4. Death of medical student after Covishield vaccine: Father seeks Rs 1,000 crore compensation, plea in Bombay HC

htt…",FALSE,0,NA,2022-02-05 17:54:11,FALSE,NA,"1490020946224107520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sio30485452",25,TRUE,FALSE,NA,NA
"61","RT @BhojRSingh: @amitavb1 @awakenindiamvmt Probably the same gang of bluffers who advised him of using #COVISHIELD in young people despite…",FALSE,0,NA,2022-02-05 17:52:14,FALSE,NA,"1490020453536075778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sio30485452",3,TRUE,FALSE,NA,NA
"62","@singhak_endo Great work as always. So Covaxin a better booster for Covishield recipients than Covishield? Or wait… https://t.co/0oOTrc0jvE",FALSE,0,"singhak_endo",2022-02-05 17:44:15,TRUE,"1490002775149006849","1490018445584658435","1073180418868793345","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yogi_77",0,FALSE,FALSE,NA,NA
"63","RT @ARanganathan72: Priyanka ji, Ms Sule is factually wrong on ALL counts. 1. She mocks DRDO. Fact: DRDO invented novel UV &amp; mist sanitiser…",FALSE,0,NA,2022-02-05 17:39:38,FALSE,NA,"1490017283074576384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","imKK_NikhilRoy",7659,TRUE,FALSE,NA,NA
"64","RT @awakenindiamvmt: 4. Death of medical student after Covishield vaccine: Father seeks Rs 1,000 crore compensation, plea in Bombay HC

htt…",FALSE,0,NA,2022-02-05 17:39:24,FALSE,NA,"1490017226313052161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeshBhakt_Anil",25,TRUE,FALSE,NA,NA
"65","And then...they need Indian alms !!

https://t.co/On2I3WBnkE",FALSE,4,NA,2022-02-05 17:31:16,FALSE,NA,"1490015179429482504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AADITYA7070",2,FALSE,FALSE,NA,NA
"66","RT @Nithileshkodga1: My Grandmother and grandfather died due to Corona after taking dose #Covishield.They both got infected after 20 days a…",FALSE,0,NA,2022-02-05 17:28:41,FALSE,NA,"1490014528880496643",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","blessedactions",86,TRUE,FALSE,NA,NA
"67","RT @singhak_endo: Final paper: 6-month longitudinal #antibody #dynamics after 2 dose of #Covishield and #Covaxin in #Indian HCWs just got p…",FALSE,0,NA,2022-02-05 17:26:16,FALSE,NA,"1490013918781005827",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrVinayak5555",8,TRUE,FALSE,NA,NA
"68","RT @BhojRSingh: @amitavb1 @awakenindiamvmt Probably the same gang of bluffers who advised him of using #COVISHIELD in young people despite…",FALSE,0,NA,2022-02-05 17:19:36,FALSE,NA,"1490012241697009665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HPatel22849078",3,TRUE,FALSE,NA,NA
"69","RT @ARanganathan72: Priyanka ji, Ms Sule is factually wrong on ALL counts. 1. She mocks DRDO. Fact: DRDO invented novel UV &amp; mist sanitiser…",FALSE,0,NA,2022-02-05 17:17:18,FALSE,NA,"1490011663348940800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AcharyaBharath",7659,TRUE,FALSE,NA,NA
"70","Omicron Antibody : What will happen if if Covishield or Covaxin cannot give immunity from OMICRON !! The problem's… https://t.co/9nv2ojDgxB",FALSE,0,NA,2022-02-05 17:07:06,TRUE,NA,"1490009096594296833",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Crnath113",0,FALSE,FALSE,NA,NA
"71","@amitavb1 @awakenindiamvmt Probably the same gang of bluffers who advised him of using #COVISHIELD in young people… https://t.co/I3X7B24FqD",FALSE,5,"amitavb1",2022-02-05 17:05:14,TRUE,"1489980038988845058","1490008627410718722","1461234024","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BhojRSingh",3,FALSE,FALSE,NA,NA
"72","RT @singhak_endo: Final paper: 6-month longitudinal #antibody #dynamics after 2 dose of #Covishield and #Covaxin in #Indian HCWs just got p…",FALSE,0,NA,2022-02-05 16:59:56,FALSE,NA,"1490007292166561794",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","upmakhanna",8,TRUE,FALSE,NA,NA
"73","Omicron Preventive : There are reports of Omicron infection of people already vaccinated with Covishield or Covaxin… https://t.co/BPujYuirmO",FALSE,0,NA,2022-02-05 16:52:29,TRUE,NA,"1490005418802049025",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Crnath113",0,FALSE,FALSE,NA,NA
"74","RT @singhak_endo: Final paper: 6-month longitudinal #antibody #dynamics after 2 dose of #Covishield and #Covaxin in #Indian HCWs just got p…",FALSE,0,NA,2022-02-05 16:43:29,FALSE,NA,"1490003155014225920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yudii222",8,TRUE,FALSE,NA,NA
